"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 02 12:19:02 EST 2024","Tue Jan 02 12:19:02 EST 2024","574","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:06 EST 2024","Tue Jan 02 12:19:08 EST 2024","1820","","Array feature","","The user is able to submit code in tryEditor for Search the array link","","The user is able to submit code in tryEditor for Search the array link",""
"passed","Tue Jan 02 12:20:11 EST 2024","Tue Jan 02 12:20:12 EST 2024","477","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:26 EST 2024","Tue Jan 02 12:19:26 EST 2024","512","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:15 EST 2024","Tue Jan 02 12:20:16 EST 2024","397","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:45 EST 2024","Tue Jan 02 12:19:45 EST 2024","660","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:57 EST 2024","Tue Jan 02 12:19:58 EST 2024","414","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Overview of Trees"" page","","The user is able to navigate to ""Overview of Trees"" page",""
"passed","Tue Jan 02 12:19:59 EST 2024","Tue Jan 02 12:19:59 EST 2024","484","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:20 EST 2024","Tue Jan 02 12:20:20 EST 2024","314","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Implementation Of BST Page","","The user is able to navigate to a page having an tryEditor from Implementation Of BST Page",""
"passed","Tue Jan 02 12:20:06 EST 2024","Tue Jan 02 12:20:06 EST 2024","482","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:07 EST 2024","Tue Jan 02 12:20:07 EST 2024","459","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Binary trees"" Page","","The user is able to navigate to ""Binary trees"" Page",""
"passed","Tue Jan 02 12:20:02 EST 2024","Tue Jan 02 12:20:02 EST 2024","503","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:08 EST 2024","Tue Jan 02 12:19:09 EST 2024","527","","Array feature","","The user is presented with error message for code with invalid syntax in tryEditor for Search the array link","","The user is presented with error message for code with invalid syntax in tryEditor for Search the array link",""
"passed","Tue Jan 02 12:19:51 EST 2024","Tue Jan 02 12:19:52 EST 2024","779","","Queue feature","","Navigating Implementation using array page","","Navigating Implementation using array page",""
"passed","Tue Jan 02 12:18:39 EST 2024","Tue Jan 02 12:18:39 EST 2024","311","","Validating Register page","","The user is presented with error message for empty fields below Username textbox","","The user is presented with error message for empty fields below Username textbox",""
"passed","Tue Jan 02 12:19:56 EST 2024","Tue Jan 02 12:19:57 EST 2024","1399","","User tests the Tree page on the Ds algo application","","The user is directed to ""Tree"" Page","","The user is directed to ""Tree"" Page",""
"passed","Tue Jan 02 12:19:45 EST 2024","Tue Jan 02 12:19:46 EST 2024","417","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:42 EST 2024","Tue Jan 02 12:19:42 EST 2024","584","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:49 EST 2024","Tue Jan 02 12:18:49 EST 2024","344","","DataStructures-Introduction feature","","Navigating to DataStructures-Introduction page","","Navigating to DataStructures-Introduction page",""
"passed","Tue Jan 02 12:18:57 EST 2024","Tue Jan 02 12:18:57 EST 2024","485","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:25 EST 2024","Tue Jan 02 12:19:25 EST 2024","360","","Testing LinkedList page","","User navigated to ""Introduction"" page","","User navigated to ""Introduction"" page",""
"passed","Tue Jan 02 12:18:18 EST 2024","Tue Jan 02 12:18:22 EST 2024","3365","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Stack"" without sign in","","User is on Home page and click on dropdown ""Stack"" without sign in",""
"passed","Tue Jan 02 12:19:19 EST 2024","Tue Jan 02 12:19:19 EST 2024","490","","Array feature","","The user is presented with error message for code with invalid syntax in tryEditor for Find Numbers with Even Number of Digits","","The user is presented with error message for code with invalid syntax in tryEditor for Find Numbers with Even Number of Digits",""
"passed","Tue Jan 02 12:20:05 EST 2024","Tue Jan 02 12:20:06 EST 2024","674","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:14 EST 2024","Tue Jan 02 12:19:15 EST 2024","698","","Array feature","","The user is presented with error message for invalid code in tryEditor for Max Consecutive Ones","","The user is presented with error message for invalid code in tryEditor for Max Consecutive Ones",""
"passed","Tue Jan 02 12:19:00 EST 2024","Tue Jan 02 12:19:01 EST 2024","433","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:25 EST 2024","Tue Jan 02 12:19:26 EST 2024","549","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:00 EST 2024","Tue Jan 02 12:20:00 EST 2024","396","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Terminologies page having an tryEditor","","The user is able to navigate to Terminologies page having an tryEditor",""
"passed","Tue Jan 02 12:19:53 EST 2024","Tue Jan 02 12:19:53 EST 2024","411","","Queue feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:15 EST 2024","Tue Jan 02 12:18:18 EST 2024","3383","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Linkedlist"" without sign in","","User is on Home page and click on dropdown ""Linkedlist"" without sign in",""
"passed","Tue Jan 02 12:19:03 EST 2024","Tue Jan 02 12:19:03 EST 2024","679","","Array feature","","Navigating to Practice Questions page","","Navigating to Practice Questions page",""
"passed","Tue Jan 02 12:18:42 EST 2024","Tue Jan 02 12:18:42 EST 2024","498","","Validating Register page","","The user is presented with error message for commonly used password","","The user is presented with error message for commonly used password",""
"passed","Tue Jan 02 12:20:16 EST 2024","Tue Jan 02 12:20:16 EST 2024","285","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Applications of Binary trees Page","","The user is able to navigate to a page having an tryEditor from Applications of Binary trees Page",""
"passed","Tue Jan 02 12:19:53 EST 2024","Tue Jan 02 12:19:54 EST 2024","697","","Queue feature","","Navigating Queue Operations page","","Navigating Queue Operations page",""
"passed","Tue Jan 02 12:20:01 EST 2024","Tue Jan 02 12:20:01 EST 2024","408","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:47 EST 2024","Tue Jan 02 12:19:47 EST 2024","459","","Queue feature","","Navigating to Queue page","","Navigating to Queue page",""
"passed","Tue Jan 02 12:19:02 EST 2024","Tue Jan 02 12:19:03 EST 2024","440","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:26 EST 2024","Tue Jan 02 12:20:26 EST 2024","518","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:14 EST 2024","Tue Jan 02 12:20:14 EST 2024","425","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:41 EST 2024","Tue Jan 02 12:18:41 EST 2024","378","","Validating Register page","","The user is presented with error message for password with only numbers","","The user is presented with error message for password with only numbers",""
"passed","Tue Jan 02 12:19:32 EST 2024","Tue Jan 02 12:19:33 EST 2024","420","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:59 EST 2024","Tue Jan 02 12:18:59 EST 2024","464","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:15 EST 2024","Tue Jan 02 12:19:15 EST 2024","326","","Array feature","","The user is able to navigate to Question page from Find Numbers with Even Number of Digits","","The user is able to navigate to Question page from Find Numbers with Even Number of Digits",""
"passed","Tue Jan 02 12:19:29 EST 2024","Tue Jan 02 12:19:29 EST 2024","364","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Types of Linked List","","User navigated to tryEditor page with Run button from Types of Linked List",""
"passed","Tue Jan 02 12:19:54 EST 2024","Tue Jan 02 12:19:54 EST 2024","470","","Queue feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:43 EST 2024","Tue Jan 02 12:19:44 EST 2024","550","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:36 EST 2024","Tue Jan 02 12:19:37 EST 2024","430","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:21 EST 2024","Tue Jan 02 12:20:22 EST 2024","583","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:05 EST 2024","Tue Jan 02 12:20:05 EST 2024","386","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Traversals illustration"" Page","","The user is able to navigate to ""Traversals illustration"" Page",""
"passed","Tue Jan 02 12:19:49 EST 2024","Tue Jan 02 12:19:50 EST 2024","658","","Queue feature","","Navigating Implementation using collections.deque page","","Navigating Implementation using collections.deque page",""
"passed","Tue Jan 02 12:19:26 EST 2024","Tue Jan 02 12:19:27 EST 2024","688","","Testing LinkedList page","","User navigated to ""creating linked list"" page","","User navigated to ""creating linked list"" page",""
"passed","Tue Jan 02 12:18:58 EST 2024","Tue Jan 02 12:18:59 EST 2024","557","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:01 EST 2024","Tue Jan 02 12:20:01 EST 2024","437","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Types of Trees"" Page","","The user is able to navigate to ""Types of Trees"" Page",""
"passed","Tue Jan 02 12:19:09 EST 2024","Tue Jan 02 12:19:09 EST 2024","318","","Array feature","","The user is able to navigate to Question page from Max Consecutive Ones","","The user is able to navigate to Question page from Max Consecutive Ones",""
"passed","Tue Jan 02 12:20:20 EST 2024","Tue Jan 02 12:20:20 EST 2024","338","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Implementation of BST"" Page","","The user is able to navigate to ""Implementation of BST"" Page",""
"passed","Tue Jan 02 12:20:07 EST 2024","Tue Jan 02 12:20:08 EST 2024","538","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:04 EST 2024","Tue Jan 02 12:20:05 EST 2024","424","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:32 EST 2024","Tue Jan 02 12:18:32 EST 2024","228","","User launch dsalgo application and test Home page","","User is on Home page and click on Register","","User is on Home page and click on Register",""
"passed","Tue Jan 02 12:18:45 EST 2024","Tue Jan 02 12:18:46 EST 2024","653","","Validating Login page","","User on login page and login with invalid username and invalid password","","User on login page and login with invalid username and invalid password",""
"passed","Tue Jan 02 12:20:11 EST 2024","Tue Jan 02 12:20:11 EST 2024","362","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Implementation in Python Page","","The user is able to navigate to Implementation in Python Page",""
"passed","Tue Jan 02 12:19:59 EST 2024","Tue Jan 02 12:20:00 EST 2024","522","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Terminologies"" Page","","The user is able to navigate to ""Terminologies"" Page",""
"passed","Tue Jan 02 12:18:46 EST 2024","Tue Jan 02 12:18:47 EST 2024","672","","Validating Login page","","User on login page and login with valid username and  valid password","","User on login page and login with valid username and  valid password",""
"passed","Tue Jan 02 12:18:08 EST 2024","Tue Jan 02 12:18:11 EST 2024","3350","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Graph"" on home page without sign in","","User is on Home page and click getstarted link ""Graph"" on home page without sign in",""
"passed","Tue Jan 02 12:19:46 EST 2024","Tue Jan 02 12:19:47 EST 2024","663","","Queue feature","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Tue Jan 02 12:20:10 EST 2024","Tue Jan 02 12:20:11 EST 2024","433","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:31 EST 2024","Tue Jan 02 12:19:32 EST 2024","488","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Implement Linked List in Python page","","User navigated to tryEditor page with Run button from Implement Linked List in Python page",""
"passed","Tue Jan 02 12:20:16 EST 2024","Tue Jan 02 12:20:17 EST 2024","673","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:11 EST 2024","Tue Jan 02 12:19:14 EST 2024","2818","","Array feature","","The user is able to submit code in tryEditor for Max Consecutive Ones","","The user is able to submit code in tryEditor for Max Consecutive Ones",""
"passed","Tue Jan 02 12:19:01 EST 2024","Tue Jan 02 12:19:02 EST 2024","747","","Array feature","","Navigating Applications of Array page","","Navigating Applications of Array page",""
"passed","Tue Jan 02 12:18:40 EST 2024","Tue Jan 02 12:18:40 EST 2024","419","","Validating Register page","","The user is presented with error message for password mismatch","","The user is presented with error message for password mismatch",""
"passed","Tue Jan 02 12:20:08 EST 2024","Tue Jan 02 12:20:09 EST 2024","639","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:11 EST 2024","Tue Jan 02 12:20:11 EST 2024","272","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Implementation in Python Page","","The user is able to navigate to a page having an tryEditor from Implementation in Python Page",""
"passed","Tue Jan 02 12:18:50 EST 2024","Tue Jan 02 12:18:52 EST 2024","1942","","DataStructures-Introduction feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:15 EST 2024","Tue Jan 02 12:20:15 EST 2024","597","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:39 EST 2024","Tue Jan 02 12:19:40 EST 2024","800","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Tue Jan 02 12:17:58 EST 2024","Tue Jan 02 12:18:01 EST 2024","3530","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Stack"" on home page without sign in","","User is on Home page and click getstarted link ""Stack"" on home page without sign in",""
"passed","Tue Jan 02 12:19:25 EST 2024","Tue Jan 02 12:19:25 EST 2024","311","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Introduction page","","User navigated to tryEditor page with Run button from Introduction page",""
"passed","Tue Jan 02 12:19:38 EST 2024","Tue Jan 02 12:19:38 EST 2024","638","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:29 EST 2024","Tue Jan 02 12:19:30 EST 2024","858","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:22 EST 2024","Tue Jan 02 12:20:22 EST 2024","489","","User tests the Tree page on the Ds algo application","","The user validating ""Practice Questions"" page","","The user validating ""Practice Questions"" page",""
"passed","Tue Jan 02 12:19:24 EST 2024","Tue Jan 02 12:19:25 EST 2024","21","","Testing LinkedList page","","User navigated to ""linked list"" page","","User navigated to ""linked list"" page",""
"passed","Tue Jan 02 12:19:44 EST 2024","Tue Jan 02 12:19:45 EST 2024","280","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to Applications page having an tryEditor","","The user is able to navigate to Applications page having an tryEditor",""
"passed","Tue Jan 02 12:18:56 EST 2024","Tue Jan 02 12:18:57 EST 2024","586","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:28 EST 2024","Tue Jan 02 12:19:29 EST 2024","456","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:52 EST 2024","Tue Jan 02 12:18:53 EST 2024","457","","DataStructures-Introduction feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Tue Jan 02 12:18:32 EST 2024","Tue Jan 02 12:18:32 EST 2024","246","","User launch dsalgo application and test Home page","","User is on Home page and click on sign in","","User is on Home page and click on sign in",""
"passed","Tue Jan 02 12:20:30 EST 2024","Tue Jan 02 12:20:31 EST 2024","488","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is presented with error message for invalid code in Editor for Graph Representations page","","The user is presented with error message for invalid code in Editor for Graph Representations page",""
"passed","Tue Jan 02 12:19:36 EST 2024","Tue Jan 02 12:19:36 EST 2024","557","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:19:29 EST 2024","Tue Jan 02 12:19:29 EST 2024","412","","Testing LinkedList page","","User navigated to ""Types of linked list"" page","","User navigated to ""Types of linked list"" page",""
"passed","Tue Jan 02 12:19:27 EST 2024","Tue Jan 02 12:19:27 EST 2024","294","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Creating a Linked List page","","User navigated to tryEditor page with Run button from Creating a Linked List page",""
"passed","Tue Jan 02 12:20:04 EST 2024","Tue Jan 02 12:20:04 EST 2024","514","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Tue Jan 02 12:20:23 EST 2024","Tue Jan 02 12:20:23 EST 2024","249","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to navigate to Graph home page","","The user is able to navigate to Graph home page",""
"passed","Tue Jan 02 12:19:46 EST 2024","Tue Jan 02 12:19:46 EST 2024","487","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to ""Practice Questions"" in stack Page","","The user is able to navigate to ""Practice Questions"" in stack Page",""
"passed","Tue Jan 02 12:17:51 EST 2024","Tue Jan 02 12:17:54 EST 2024","3427","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Arrays"" on home page without sign in","","User is on Home page and click getstarted link ""Arrays"" on home page without sign in",""
"passed","Tue Jan 02 12:18:49 EST 2024","Tue Jan 02 12:18:50 EST 2024","1250","","DataStructures-Introduction feature","","Navigating DataStructures-Introduction page","","Navigating DataStructures-Introduction page",""
"passed","Tue Jan 02 12:18:11 EST 2024","Tue Jan 02 12:18:15 EST 2024","3397","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Arrays"" without sign in","","User is on Home page and click on dropdown ""Arrays"" without sign in",""
"passed","Tue Jan 02 12:20:18 EST 2024","Tue Jan 02 12:20:19 EST 2024","444","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Binary Search Trees Page","","The user is able to navigate to a page having an tryEditor from Binary Search Trees Page",""
"passed","Tue Jan 02 12:19:44 EST 2024","Tue Jan 02 12:19:44 EST 2024","300","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to ""Applications"" in stack Page","","The user is able to navigate to ""Applications"" in stack Page",""
"passed","Tue Jan 02 12:20:01 EST 2024","Tue Jan 02 12:20:02 EST 2024","364","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Types of Trees page","","The user is able to navigate to a page having an tryEditor from Types of Trees page",""
